f(x) = (3*(x*x) + x - 10);

j       a               b                       x
1	1.6500000000000001	1.895	              1.6500000000000001
2	1.6622500000000002	1.6855250000000002	1.6622500000000002
3	1.6657412500000004	1.6696980000000003	1.6657412500000004
4	1.6665326000000005	1.6667304375000005	1.6667304375000005
5	1.6666611943750005	1.6667096645625006	1.6666611943750005
6	1.6666660413937504	1.6666684649031254	1.6666684649031254
7	1.6666666472710943	1.6666671925607035	1.6666666472710943
8	1.6666666472710943	1.6666666745355747	1.6666666745355747
9	1.6666666663562306	1.6666666677194546	1.6666666677194546
10	1.6666666666288754	1.6666666666970367	1.6666666666970367
11	1.666666666666364	1.6666666666847676	1.666666666666364
12	1.666666666666364	1.6666666666672842	1.6666666666672842
13	1.66666666666664	1.666666666666686	  1.666666666666686
14	1.6666666666666652	1.6666666666666776	1.6666666666666652
15	1.6666666666666665	1.666666666666667	1.666666666666667
16	1.6666666666666665	1.6666666666666667	1.6666666666666665
17	1.6666666666666665	1.6666666666666667	1.6666666666666665
18	1.6666666666666665	1.6666666666666667	1.6666666666666665
19	1.6666666666666665	1.6666666666666667	1.6666666666666665
20	1.6666666666666665	1.6666666666666667	1.6666666666666665
21	1.6666666666666665	1.6666666666666667	1.6666666666666665
Root = 1.6666666666666665
