f(x) = (x*x + 3*x + 2);

j       a                     b                 x
1	-2.025	            -1.6575	             -2.025
2	-2.0066249999999997	-1.9717124999999998	-2.0066249999999997
3	-2.0013881249999996	-1.9954529999999997	-2.0013881249999996
4	-2.0002010999999995	-1.9999043437499995	-1.9999043437499995
5	-2.0000082084374995	-1.9999355031562496	-2.0000082084374995
6	-2.0000009379093746	-1.999997302645312	-1.999997302645312
7	-2.000000029093359	-1.9999992111589449	-2.000000029093359
8	-2.000000029093359	-1.9999999881966382	-1.9999999881966382
9	-2.000000000465654	-1.9999999984208183	-1.9999999984208183
10	-2.000000000056687	-1.9999999999544453	-1.9999999999544453
11	-2.000000000000454	-1.9999999999728488	-2.000000000000454
12	-2.000000000000454	-1.9999999999990736	-1.9999999999990736
13	-2.00000000000004	-1.999999999999971	-1.999999999999971
14	-2.0000000000000018	-1.9999999999999833	-2.0000000000000018
15	-2.000000000000001	-1.9999999999999991	-2.000000000000001
16	-2.000000000000001	-2.0000000000000004	-2.000000000000001
17	-2.000000000000001	-2.0000000000000004	-2.000000000000001
18	-2.000000000000001	-2.0000000000000004	-2.000000000000001
19	-2.000000000000001	-2.0000000000000004	-2.000000000000001
20	-2.000000000000001	-2.0000000000000004	-2.000000000000001
21	-2.000000000000001	-2.0000000000000004	-2.000000000000001
Root = -2.000000000000001
